"1168920448039620609";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (September 3, 2019 at 06:00PM - September 3, 2019 at 09:00PM). https://ift.tt/32mQhIG "
"1168565536382476288";"DELETE";"REMINDER: State of the Hackspace (September 2, 2019 at 06:30PM - September 2, 2019 at 07:30PM). https://ift.tt/2MOXn4U "
"1168558097343877120";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (September 2, 2019 at 06:00PM - September 2, 2019 at 09:00PM). https://ift.tt/2ZIv3Dl "
"1167470895105007616";"DELETE";"REMINDER: Radio & Mesh Networking SIG (August 30, 2019 at 06:00PM - August 30, 2019 at 09:00PM). https://ift.tt/2HAJPWz "
"1167470891594391553";"DELETE";"REMINDER: Visit the Hackspace Night (August 30, 2019 at 06:00PM - August 30, 2019 at 09:00PM). https://ift.tt/32exoaL "
"1167470887064522753";"DELETE";"REMINDER: CNC & Machine Building SIG (August 30, 2019 at 06:00PM - August 30, 2019 at 09:00PM). https://ift.tt/2HxQykc "
"1167116003505049600";"DELETE";"REMINDER: Robotics SIG (August 29, 2019 at 06:30PM - August 29, 2019 at 09:00PM). https://ift.tt/2ZBihq6 "
"1166383682443251714";"DELETE";"REMINDER: Arts, Crafts & Textiles SIG (August 27, 2019 at 06:00PM - August 27, 2019 at 09:00PM). https://ift.tt/2ZhuVzr "
"1166021295680774145";"DELETE";"REMINDER: Electronics, Arduino & Raspberry Pi SIG (August 26, 2019 at 06:00PM - August 26, 2019 at 09:00PM). https://ift.tt/2KY5Oso "
"1165304066873921539";"DELETE";"REMINDER: Gaming SIG (August 24, 2019 at 06:30PM - August 24, 2019 at 09:30PM). https://ift.tt/2KQGJ2E "
"1165251234967826433";"DELETE";"REMINDER: SU home game (August 24, 2019 at 03:00PM - August 24, 2019 at 05:00PM). https://ift.tt/30s7Mqq "
"1165190875028307968";"DELETE";"REMINDER: Saturday Session (August 24, 2019 at 11:00AM - August 24, 2019 at 06:00PM). https://ift.tt/2Hnkpvu "
"963080454286069760";"DELETE";"REMINDER: Hackspace meeting and electronics SIG tonight (2018-02-12) 6-9pm.

Note change in meeting name. If you were planning to visit for first time tonight, you're encouraged to come on Friday instead as it's not as busy."
"957216128438358016";"DELETE";"REMINDER: Gaming night tonight (2018-01-27) 6-9pm.

All welcome, additional fees apply.

We may do some work on a Dream Pi today. Otherwise no plan of action so bring what you may be interested in doing.

FYI, home game at Sheffield United today. Kick of at 3pm."
"957213913501847552";"DELETE";"REMINDER: Open hackspace session today (2018-01-27) noon until 6pm.

FYI, there is a home be at Bramel Lane today. Kick off at 3pm. Playing Preston North End."
"952932465190096897";"DELETE";"REMINDER: Open hackspace session tonight (2018-01-15) 6-9pm. All members and prospective members welcome!"
"952161838690635776";"DELETE";"REMINDER: Game night tonight (2018-01-13) 6-9pm. All welcome. Additional fees apply."
"950402736654340096";"DELETE";"REMINDER: Open hackspace session tonight (2018-01-08) 6-9pm. All members and prospective members welcome."
"941963786461876224";"DELETE";"REMINDER: Gaming night tonight (2017-12-16) 6-9pm. All welcome, additional fees apply!"
"936940745117913088";"DELETE";"REMINDER: Open hackspace season today (2017-12-02) until 6pm. All members and prospective members welcome."
"935157854331432962";"DELETE";"REMINDER: Open hackspace session tonight (2017-11-27) 6-9pm. All members and prospective members welcome."
"932635259883139073";"DELETE";"REMINDER: Open hackspace session tonight (2017-11-20) 6-9pm. All members and prospective members welcome."
"930102610614513665";"DELETE";"REMINDER: Special General Meeting tonight (2017-11-13) 6pm. All members encouraged to attend."
"927564395772866560";"DELETE";"REMINDER: Open Hackspace session today (2017-11-06) 6-9pm. All members and prospective members welcome."
"921748040590987264";"DELETE";"REMINDER: Gaming Night is on tonight (2017-10-21) 6-9pm where we will be making a DreamPi (enables online play on Sega Dreamcast)."
"919938371732099072";"DELETE";"REMINDER: Open hackspace session tonight (2017-10-16) 6-9pm. All members and prospective members welcome."
"917404379363315714";"DELETE";"REMINDER: Open hackspace session tonight (2017-10-09) 6-9pm. All members and prospective members welcome."
